"id","Location","Status","Measure","LineLength","date","MeanLength"
15,"Cloates","No Take",5,62.1492425355826,"20210521",63.9074263111202
19,"Cloates","No Take",1,66.0607842552872,"20210521",50.6921444467052
19,"Cloates","No Take",2,40.1328212686488,"20210521",50.6921444467052
19,"Cloates","No Take",3,46.7083799189525,"20210521",50.6921444467052
19,"Cloates","No Take",4,43.0578788495437,"20210521",50.6921444467052
19,"Cloates","No Take",5,57.5008579410941,"20210521",50.6921444467052
21,"Cloates","No Take",5,78.3480872190947,"20210521",73.9114512616147
16,"Cloates","No Take",1,62.2497632874573,"20210521",60.2286808094039
16,"Cloates","No Take",2,56.2220109832165,"20210521",60.2286808094039
16,"Cloates","No Take",3,58.1200690175232,"20210521",60.2286808094039
16,"Cloates","No Take",4,58.6132121590817,"20210521",60.2286808094039
16,"Cloates","No Take",5,65.9383485997406,"20210521",60.2286808094039
7,"Cloates","No Take",1,54.3039912553071,"20210521",66.247460251965
7,"Cloates","No Take",2,73.8175745437011,"20210521",66.247460251965
7,"Cloates","No Take",3,79.3695929693998,"20210521",66.247460251965
4,"Cloates","No Take",4,59.5225888621981,"20210521",59.5225888621981
7,"Cloates","No Take",5,57.4986822394517,"20210521",66.247460251965
6,"Cloates","No Take",1,26.3504253716127,"20210521",32.0001548394594
6,"Cloates","No Take",2,46.4299179210487,"20210521",32.0001548394594
6,"Cloates","No Take",3,29.5626345873422,"20210521",32.0001548394594
6,"Cloates","No Take",4,29.2734014494446,"20210521",32.0001548394594
6,"Cloates","No Take",5,28.3843948678486,"20210521",32.0001548394594
1,"Cloates","No Take",5,83.9278237697789,"20210521",67.9943286792302
18,"Cloates","No Take",1,41.8047618740104,"20210521",43.5084872126371
15,"Cloates","No Take",1,62.8586411972061,"20210521",63.9074263111202
15,"Cloates","No Take",2,61.3586741841235,"20210521",63.9074263111202
21,"Cloates","No Take",1,78.5987142240981,"20210521",73.9114512616147
21,"Cloates","No Take",3,76.3862692990732,"20210521",73.9114512616147
21,"Cloates","No Take",4,37.1245828010026,"20210521",73.9114512616147
8,"Cloates","No Take",1,45.5126100497914,"20210521",52.37953038128
8,"Cloates","No Take",2,59.8915176828382,"20210521",52.37953038128
8,"Cloates","No Take",3,56.9183976413707,"20210521",52.37953038128
8,"Cloates","No Take",4,45.1960038017051,"20210521",52.37953038128
8,"Cloates","No Take",5,54.3791227306945,"20210521",52.37953038128
5,"Cloates","No Take",1,71.4531521002203,"20210521",85.553897744914
5,"Cloates","No Take",2,73.3837530557291,"20210521",85.553897744914
5,"Cloates","No Take",3,87.4322418933622,"20210521",85.553897744914
5,"Cloates","No Take",4,97.1071548507471,"20210521",85.553897744914
5,"Cloates","No Take",5,98.3931868245114,"20210521",85.553897744914
24,"Cloates","No Take",1,82.0371718988889,"20210521",130.096447232259
24,"Cloates","No Take",2,120.448783897467,"20210521",130.096447232259
24,"Cloates","No Take",3,161.108971297757,"20210521",130.096447232259
24,"Cloates","No Take",4,150.022292769388,"20210521",130.096447232259
24,"Cloates","No Take",5,136.865016297796,"20210521",130.096447232259
12,"Cloates","No Take",1,28.6538443762467,"20210521",42.1981368271897
12,"Cloates","No Take",2,54.7005870763478,"20210521",42.1981368271897
12,"Cloates","No Take",3,51.39733649188,"20210521",42.1981368271897
12,"Cloates","No Take",4,53.4494662409312,"20210521",42.1981368271897
12,"Cloates","No Take",5,22.7894499505428,"20210521",42.1981368271897
21,"Cloates","No Take",1,94.4252679277643,"20210521",73.9114512616147
21,"Cloates","No Take",2,109.989312616114,"20210521",73.9114512616147
21,"Cloates","No Take",3,83.557266526371,"20210521",73.9114512616147
21,"Cloates","No Take",4,63.6120906676446,"20210521",73.9114512616147
21,"Cloates","No Take",5,43.1614700733692,"20210521",73.9114512616147
23,"Cloates","No Take",1,75.2712038153378,"20210521",88.2634991661888
23,"Cloates","No Take",2,56.8390069217614,"20210521",88.2634991661888
23,"Cloates","No Take",3,85.6762249830214,"20210521",88.2634991661888
23,"Cloates","No Take",4,130.636151165791,"20210521",88.2634991661888
23,"Cloates","No Take",5,92.8949089450324,"20210521",88.2634991661888
13,"Cloates","No Take",1,10.333816206936,"20210628",33.3878509993064
13,"Cloates","No Take",2,21.5064818271403,"20210628",33.3878509993064
13,"Cloates","No Take",3,57.4294477148421,"20210628",33.3878509993064
13,"Cloates","No Take",4,55.6906506677428,"20210628",33.3878509993064
13,"Cloates","No Take",5,21.9788585798706,"20210628",33.3878509993064
1,"Cloates","No Take",1,97.6687168466054,"20210628",77.8465404829191
1,"Cloates","No Take",2,80.2774394728372,"20210628",77.8465404829191
1,"Cloates","No Take",3,48.3699398823743,"20210628",77.8465404829191
1,"Cloates","No Take",4,88.4370575561089,"20210628",77.8465404829191
21,"Cloates","No Take",5,68.7041771039019,"20210628",63.2595818269404
7,"Cloates","No Take",1,59.8674944470157,"20210628",66.5622206458928
7,"Cloates","No Take",2,88.7157864475333,"20210628",66.5622206458928
7,"Cloates","No Take",3,75.7099279254765,"20210628",66.5622206458928
4,"Cloates","No Take",4,40.956039193954,"20210628",40.956039193954
7,"Cloates","No Take",5,41.9556737635458,"20210628",66.5622206458928
6,"Cloates","No Take",1,26.0585809952407,"20210628",32.8718053147131
6,"Cloates","No Take",2,59.949109158846,"20210628",32.8718053147131
6,"Cloates","No Take",3,27.4978227486165,"20210628",32.8718053147131
6,"Cloates","No Take",4,24.0810420814908,"20210628",32.8718053147131
6,"Cloates","No Take",5,26.7724715893713,"20210628",32.8718053147131
1,"Cloates","No Take",5,74.4795486566699,"20210628",77.8465404829191
21,"Cloates","No Take",1,73.0803010107651,"20210628",63.2595818269404
21,"Cloates","No Take",3,77.8784178551734,"20210628",63.2595818269404
21,"Cloates","No Take",4,53.288123908154,"20210628",63.2595818269404
9,"Cloates","No Take",1,75.0567322066923,"20210628",67.0637572867775
9,"Cloates","No Take",2,68.5499048294144,"20210628",67.0637572867775
9,"Cloates","No Take",3,97.345704122534,"20210628",67.0637572867775
9,"Cloates","No Take",4,41.1350806835156,"20210628",67.0637572867775
9,"Cloates","No Take",5,53.2313645917312,"20210628",67.0637572867775
8,"Cloates","No Take",1,69.467661902402,"20210628",59.0065007942189
8,"Cloates","No Take",2,67.6134013828083,"20210628",59.0065007942189
8,"Cloates","No Take",3,55.7609100743295,"20210628",59.0065007942189
8,"Cloates","No Take",4,58.1523298465991,"20210628",59.0065007942189
8,"Cloates","No Take",5,44.0382007649553,"20210628",59.0065007942189
5,"Cloates","No Take",1,64.3975475132457,"20210628",60.0535692414799
5,"Cloates","No Take",2,59.6191176296775,"20210628",60.0535692414799
5,"Cloates","No Take",3,57.9500618472235,"20210628",60.0535692414799
5,"Cloates","No Take",4,68.0693947254949,"20210628",60.0535692414799
5,"Cloates","No Take",5,50.2317244917577,"20210628",60.0535692414799
24,"Cloates","No Take",1,60.2105315339661,"20210628",103.250698403858
24,"Cloates","No Take",2,130.697601867738,"20210628",103.250698403858
24,"Cloates","No Take",3,147.884126877388,"20210628",103.250698403858
24,"Cloates","No Take",4,117.674107008817,"20210628",103.250698403858
24,"Cloates","No Take",5,59.7871247313815,"20210628",103.250698403858
12,"Cloates","No Take",1,46.8920790473163,"20210628",45.2090183063848
12,"Cloates","No Take",2,56.7860964470057,"20210628",45.2090183063848
12,"Cloates","No Take",3,45.926793506556,"20210628",45.2090183063848
12,"Cloates","No Take",4,52.4228335299511,"20210628",45.2090183063848
12,"Cloates","No Take",5,24.0172890010948,"20210628",45.2090183063848
23,"Cloates","No Take",1,70.3648000594513,"20210628",68.2784910863603
23,"Cloates","No Take",2,64.5445247827834,"20210628",68.2784910863603
23,"Cloates","No Take",3,65.1774294569974,"20210628",68.2784910863603
23,"Cloates","No Take",4,67.3807631516105,"20210628",68.2784910863603
23,"Cloates","No Take",5,73.9249379809588,"20210628",68.2784910863603
21,"Cloates","No Take",1,70.8236254575215,"20210628",63.2595818269404
21,"Cloates","No take",2,78.724083775103,"20210628",63.2595818269404
21,"Cloates","No Take",3,67.0325988828401,"20210628",63.2595818269404
21,"Cloates","No Take",4,43.2509646471666,"20210628",63.2595818269404
21,"Cloates","No Take",5,36.5539438018382,"20210628",63.2595818269404
1,"Cloates","No Take",1,73.9364174420162,"20210723",77.0696575194445
1,"Cloates","No Take",2,81.6503010278541,"20210723",77.0696575194445
1,"Cloates","No Take",3,83.5829355843585,"20210723",77.0696575194445
1,"Cloates","No Take",4,69.5943777478588,"20210723",77.0696575194445
15,"Cloates","No Take",3,51.6830856150217,"20210723",64.6432727638738
15,"Cloates","No Take",4,77.6468017957948,"20210723",64.6432727638738
15,"Cloates","No Take",5,78.6921110641836,"20210723",64.6432727638738
19,"Cloates","No Take",1,38.9597133387591,"20210723",43.088730878481
19,"Cloates","No Take",2,46.9677702224467,"20210723",43.088730878481
19,"Cloates","No Take",3,47.5460479374773,"20210723",43.088730878481
19,"Cloates","No Take",4,41.909509608387,"20210723",43.088730878481
19,"Cloates","No Take",5,40.0606132853345,"20210723",43.088730878481
21,"Cloates","No Take",5,71.6031459792288,"20210723",69.4383484611931
23,"Cloates","No Take",4,97.223796208519,"20210723",84.4153944331543
7,"Cloates","No Take",1,54.052480993218,"20210723",70.8400373297127
7,"Cloates","No Take",2,78.4211764198564,"20210723",70.8400373297127
7,"Cloates","No Take",3,84.6961196443416,"20210723",70.8400373297127
4,"Cloates","No Take",4,55.3572055770682,"20210723",55.3572055770682
7,"Cloates","No Take",5,66.1903722614348,"20210723",70.8400373297127
6,"Cloates","No Take",1,29.683662441291,"20210723",36.5999292861376
6,"Cloates","No Take",2,60.8257471309752,"20210723",36.5999292861376
6,"Cloates","No Take",3,29.0644298356356,"20210723",36.5999292861376
6,"Cloates","No Take",4,26.9823812856858,"20210723",36.5999292861376
6,"Cloates","No Take",5,36.4434257371002,"20210723",36.5999292861376
12,"Cloates","No Take",1,52.7080236850222,"20210723",56.4027850180835
